warehouse name,date,storage,next_day_storage,lstm,mambar,count
SC40,11/11/2023,11004,11004,11004,11004,103
SC40,11/12/2023,6753,6753,6753,6753,104
SC40,11/13/2023,3395,3395,3395,3395,105
SC40,11/14/2023,2872,2872,2872,2872,106
SC40,11/15/2023,2662,2662,2662,2662,107
SC40,11/16/2023,2667,2667,2667,2667,108
SC40,11/17/2023,2581,2581,2581,2581,109
SC40,11/18/2023,2595,2595,2595,2595,110
SC40,11/19/2023,2609,2609,2609,2609,111
SC40,11/20/2023,2859,2859,2859,2859,112
SC40,11/21/2023,2901,2901,2901,2901,113
SC40,11/22/2023,2811,2811,2811,2811,114
SC40,11/23/2023,2919,2919,2919,2919,115
SC40,11/24/2023,2804,2804,2804,2804,116
SC40,11/25/2023,2745,2745,2745,2745,117
SC40,11/26/2023,2637,2637,2637,2637,118
SC40,11/27/2023,2933,2933,2933,2933,119
SC40,11/28/2023,2929,2929,2929,2929,120
SC40,11/29/2023,2882,2882,2882,2882,121
SC40,11/30/2023,3211,3211,3211,3211,122
SC41,8/1/2023,1714,,,,1
SC41,8/2/2023,1741,1741,1741,1741,2
SC41,8/3/2023,1789,1789,1789,1789,3
SC41,8/4/2023,1723,1723,1723,1723,4
SC41,8/5/2023,1654,1654,1654,1654,5
SC41,8/6/2023,1599,1599,1599,1599,6
SC41,8/7/2023,1725,1725,1725,1725,7
SC41,8/8/2023,1712,1712,1712,1712,8
SC41,8/9/2023,1919,1919,1919,1919,9
SC41,8/10/2023,1759,1759,1759,1759,10
SC41,8/11/2023,1764,1764,1764,1764,11
SC41,8/12/2023,1827,1827,1827,1827,12
SC41,8/13/2023,1823,1823,1823,1823,13
SC41,8/14/2023,2003,2003,2003,2003,14
SC41,8/15/2023,1912,1912,1912,1912,15
SC41,8/16/2023,1912,1912,1912,1912,16
SC41,8/17/2023,1942,1942,1942,1942,17
SC41,8/18/2023,1916,1916,1916,1916,18
SC41,8/19/2023,1834,1834,1834,1834,19
SC41,8/20/2023,1856,1856,1856,1856,20
SC41,8/21/2023,2025,2025,2025,2025,21
SC41,8/22/2023,2257,2257,2257,2257,22
SC41,8/23/2023,2133,2133,2133,2133,23
SC41,8/24/2023,108,108,108,108,24
SC41,8/25/2023,4418,4418,4418,4418,25
SC41,8/26/2023,3199,3199,3199,3199,26
SC41,8/27/2023,2134,2134,2134,2134,27
SC41,8/28/2023,2215,2215,2215,2215,28
SC41,8/29/2023,2107,2107,2107,2107,29
SC41,8/30/2023,2224,2224,2224,2224,30
SC41,8/31/2023,1956,1956,1956,1956,31
SC41,9/1/2023,1916,1916,1916,1916,32
SC41,9/2/2023,2119,2119,2119,2119,33
SC41,9/3/2023,1954,1954,1954,1954,34
SC41,9/4/2023,2145,2145,2145,2145,35
SC41,9/5/2023,2142,2142,2142,2142,36
SC41,9/6/2023,2083,2083,2083,2083,37
SC41,9/7/2023,2092,2092,2092,2092,38
SC41,9/8/2023,1808,1808,1808,1808,39
SC41,9/9/2023,3073,3073,3073,3073,40
SC41,9/10/2023,2042,2042,2042,2042,41
SC41,9/11/2023,2271,2271,2271,2271,42
SC41,9/12/2023,2190,2190,2190,2190,43
SC41,9/13/2023,2062,2062,2062,2062,44
SC41,9/14/2023,2187,2187,2187,2187,45
SC41,9/15/2023,2051,2051,2051,2051,46
SC41,9/16/2023,1915,1915,1915,1915,47
SC41,9/17/2023,1896,1896,1896,1896,48
SC41,9/18/2023,2051,2051,2051,2051,49
SC41,9/19/2023,1993,1993,1993,1993,50
SC41,9/20/2023,1805,1805,1805,1805,51
SC41,9/21/2023,1748,1748,1748,1748,52
SC41,9/22/2023,1692,1692,1692,1692,53
SC41,9/23/2023,1699,1699,1699,1699,54
SC41,9/24/2023,1722,1722,1722,1722,55
SC41,9/25/2023,1894,1894,1894,1894,56
SC41,9/26/2023,1779,1779,1779,1779,57
SC41,9/27/2023,1845,1845,1845,1845,58
SC41,9/28/2023,1632,1632,1632,1632,59
SC41,9/29/2023,1425,1425,1425,1425,60
SC41,9/30/2023,1473,1473,1473,1473,61
SC41,10/1/2023,1612,1612,1612,1612,62
SC41,10/2/2023,1565,1565,1565,1565,63
SC41,10/3/2023,1562,1562,1562,1562,64
SC41,10/4/2023,1727,1727,1727,1727,65
SC41,10/5/2023,1743,1743,1743,1743,66
SC41,10/6/2023,1859,1859,1859,1859,67
SC41,10/7/2023,2132,2132,2132,2132,68
SC41,10/8/2023,1898,1898,1898,1898,69
SC41,10/9/2023,1801,1801,1801,1801,70
SC41,10/10/2023,1819,1819,1819,1819,71
SC41,10/11/2023,1821,1821,1821,1821,72
SC41,10/12/2023,1769,1769,1769,1769,73
SC41,10/13/2023,1716,1716,1716,1716,74
SC41,10/14/2023,1609,1609,1609,1609,75
SC41,10/15/2023,1511,1511,1511,1511,76
SC41,10/16/2023,1954,1954,1954,1954,77
SC41,10/17/2023,1748,1748,1748,1748,78
SC41,10/18/2023,1674,1674,1674,1674,79
SC41,10/19/2023,1611,1611,1611,1611,80
SC41,10/20/2023,1548,1548,1548,1548,81
SC41,10/21/2023,1393,1393,1393,1393,82
SC41,10/22/2023,1374,1374,1374,1374,83
SC41,10/23/2023,1440,1440,1440,1440,84
SC41,10/24/2023,3888,3888,3888,3888,85
SC41,10/25/2023,2919,2919,2919,2919,86
SC41,10/26/2023,2411,2411,2411,2411,87
SC41,10/27/2023,2454,2454,2454,2454,88
SC41,10/28/2023,2623,2623,2623,2623,89
SC41,10/29/2023,2332,2332,2332,2332,90
SC41,10/30/2023,2437,2437,2437,2437,91
SC41,10/31/2023,3921,3921,3921,3921,92
SC41,11/1/2023,7027,7027,7027,7027,93
SC41,11/2/2023,3143,3143,3143,3143,94
SC41,11/3/2023,2767,2767,2767,2767,95
SC41,11/4/2023,2248,2248,2248,2248,96
SC41,11/5/2023,2124,2124,2124,2124,97
SC41,11/6/2023,2157,2157,2157,2157,98
SC41,11/7/2023,2264,2264,2264,2264,99
SC41,11/8/2023,2148,2148,2148,2148,100
SC41,11/9/2023,2191,2191,2191,2191,101
SC41,11/10/2023,3504,3504,3504,3504,102
SC41,11/11/2023,7352,7352,7352,7352,103
SC41,11/12/2023,4306,4306,4306,4306,104
SC41,11/13/2023,1918,1918,1918,1918,105
SC41,11/14/2023,1505,1505,1505,1505,106
SC41,11/15/2023,1437,1437,1437,1437,107
SC41,11/16/2023,1734,1734,1734,1734,108
SC41,11/17/2023,1382,1382,1382,1382,109
SC41,11/18/2023,1348,1348,1348,1348,110
SC41,11/19/2023,1378,1378,1378,1378,111
SC41,11/20/2023,1602,1602,1602,1602,112
SC41,11/21/2023,1531,1531,1531,1531,113
SC41,11/22/2023,1507,1507,1507,1507,114
SC41,11/23/2023,1585,1585,1585,1585,115
SC41,11/24/2023,1527,1527,1527,1527,116
SC41,11/25/2023,1558,1558,1558,1558,117
SC41,11/26/2023,1484,1484,1484,1484,118
SC41,11/27/2023,1587,1587,1587,1587,119
SC41,11/28/2023,1652,1652,1652,1652,120
SC41,11/29/2023,1654,1654,1654,1654,121
SC41,11/30/2023,1576,1576,1576,1576,122
SC43,8/1/2023,3875,,,,1
SC43,8/2/2023,3826,3826,3826,3826,2
SC43,8/3/2023,3131,3131,3131,3131,3
SC43,8/4/2023,2848,2848,2848,2848,4
SC43,8/5/2023,2735,2735,2735,2735,5
SC43,8/6/2023,2754,2754,2754,2754,6
SC43,8/7/2023,2738,2738,2738,2738,7
SC43,8/8/2023,2481,2481,2481,2481,8
SC43,8/9/2023,4961,4961,4961,4961,9
SC43,8/10/2023,4898,4898,4898,4898,10
SC43,8/11/2023,4323,4323,4323,4323,11
SC43,8/12/2023,4124,4124,4124,4124,12
SC43,8/13/2023,3253,3253,3253,3253,13
SC43,8/14/2023,3091,3091,3091,3091,14
SC43,8/15/2023,2922,2922,2922,2922,15
SC43,8/16/2023,2962,2962,2962,2962,16
SC43,8/17/2023,2843,2843,2843,2843,17
SC43,8/18/2023,4243,4243,4243,4243,18
SC43,8/19/2023,3565,3565,3565,3565,19
SC43,8/20/2023,3531,3531,3531,3531,20
SC43,8/21/2023,4183,4183,4183,4183,21
SC43,8/22/2023,3709,3709,3709,3709,22
SC43,8/23/2023,3381,3381,3381,3381,23
SC43,8/24/2023,3263,3263,3263,3263,24
SC43,8/25/2023,3382,3382,3382,3382,25
SC43,8/26/2023,3233,3233,3233,3233,26
SC43,8/27/2023,3277,3277,3277,3277,27
SC43,8/28/2023,3488,3488,3488,3488,28
SC43,8/29/2023,3479,3479,3479,3479,29
SC43,8/30/2023,3320,3320,3320,3320,30
SC43,8/31/2023,3114,3114,3114,3114,31
SC43,9/1/2023,3287,3287,3287,3287,32
SC43,9/2/2023,3314,3314,3314,3314,33
SC43,9/3/2023,3373,3373,3373,3373,34
SC43,9/4/2023,3338,3338,3338,3338,35
SC43,9/5/2023,3195,3195,3195,3195,36
SC43,9/6/2023,3026,3026,3026,3026,37
SC43,9/7/2023,6649,6649,6649,6649,38
SC43,9/8/2023,4011,4011,4011,4011,39
SC43,9/9/2023,4025,4025,4025,4025,40
SC43,9/10/2023,3872,3872,3872,3872,41
SC43,9/11/2023,3049,3049,3049,3049,42
SC43,9/12/2023,3000,3000,3000,3000,43
SC43,9/13/2023,2867,2867,2867,2867,44
SC43,9/14/2023,2835,2835,2835,2835,45
SC43,9/15/2023,2805,2805,2805,2805,46
SC43,9/16/2023,2794,2794,2794,2794,47
SC43,9/17/2023,2871,2871,2871,2871,48
SC43,9/18/2023,2973,2973,2973,2973,49
SC43,9/19/2023,2918,2918,2918,2918,50
SC43,9/20/2023,2898,2898,2898,2898,51
SC43,9/21/2023,3619,3619,3619,3619,52
SC43,9/22/2023,3123,3123,3123,3123,53
SC43,9/23/2023,3036,3036,3036,3036,54
SC43,9/24/2023,3529,3529,3529,3529,55
SC43,9/25/2023,3275,3275,3275,3275,56
SC43,9/26/2023,3221,3221,3221,3221,57
SC43,9/27/2023,2894,2894,2894,2894,58
SC43,9/28/2023,3577,3577,3577,3577,59
SC43,9/29/2023,3026,3026,3026,3026,60
SC43,9/30/2023,3182,3182,3182,3182,61
SC43,10/1/2023,2950,2950,2950,2950,62
SC43,10/2/2023,2868,2868,2868,2868,63
SC43,10/3/2023,2935,2935,2935,2935,64
SC43,10/4/2023,3062,3062,3062,3062,65
SC43,10/5/2023,3276,3276,3276,3276,66
SC43,10/6/2023,3595,3595,3595,3595,67
SC43,10/7/2023,3757,3757,3757,3757,68
SC43,10/8/2023,3004,3004,3004,3004,69
SC43,10/9/2023,2727,2727,2727,2727,70
SC43,10/10/2023,3540,3540,3540,3540,71
SC43,10/11/2023,3264,3264,3264,3264,72
SC43,10/12/2023,3194,3194,3194,3194,73
SC43,10/13/2023,2889,2889,2889,2889,74
SC43,10/14/2023,2696,2696,2696,2696,75
SC43,10/15/2023,2895,2895,2895,2895,76
SC43,10/16/2023,2955,2955,2955,2955,77
SC43,10/17/2023,2860,2860,2860,2860,78
SC43,10/18/2023,2713,2713,2713,2713,79
SC43,10/19/2023,2661,2661,2661,2661,80
SC43,10/20/2023,3026,3026,3026,3026,81
SC43,10/21/2023,2700,2700,2700,2700,82
SC43,10/22/2023,2693,2693,2693,2693,83
SC43,10/23/2023,2723,2723,2723,2723,84
SC43,10/24/2023,4127,4127,4127,4127,85
SC43,10/25/2023,4355,4355,4355,4355,86
SC43,10/26/2023,3590,3590,3590,3590,87
SC43,10/27/2023,3680,3680,3680,3680,88
SC43,10/28/2023,3180,3180,3180,3180,89
SC43,10/29/2023,3007,3007,3007,3007,90
SC43,10/30/2023,3048,3048,3048,3048,91
SC43,10/31/2023,3870,3870,3870,3870,92
SC43,11/1/2023,27478,27478,27478,27478,93
SC43,11/2/2023,10008,10008,10008,10008,94
SC43,11/3/2023,6312,6312,6312,6312,95
SC43,11/4/2023,6853,6853,6853,6853,96
SC43,11/5/2023,4943,4943,4943,4943,97
SC43,11/6/2023,4707,4707,4707,4707,98
SC43,11/7/2023,4748,4748,4748,4748,99
SC43,11/8/2023,4674,4674,4674,4674,100
SC43,11/9/2023,4101,4101,4101,4101,101
SC43,11/10/2023,4016,4016,4016,4016,102
SC43,11/11/2023,19520,19520,19520,19520,103
SC43,11/12/2023,13808,13808,13808,13808,104
SC43,11/13/2023,5728,5728,5728,5728,105
SC43,11/14/2023,3692,3692,3692,3692,106
SC43,11/15/2023,3150,3150,3150,3150,107
SC43,11/16/2023,3115,3115,3115,3115,108
SC43,11/17/2023,3113,3113,3113,3113,109
SC43,11/18/2023,3125,3125,3125,3125,110
SC43,11/19/2023,3160,3160,3160,3160,111
SC43,11/20/2023,3098,3098,3098,3098,112
SC43,11/21/2023,2828,2828,2828,2828,113
SC43,11/22/2023,3525,3525,3525,3525,114
SC43,11/23/2023,2657,2657,2657,2657,115
SC43,11/24/2023,2728,2728,2728,2728,116
SC43,11/25/2023,2928,2928,2928,2928,117
SC43,11/26/2023,2832,2832,2832,2832,118
SC43,11/27/2023,2990,2990,2990,2990,119
SC43,11/28/2023,3014,3014,3014,3014,120
SC43,11/29/2023,2676,2676,2676,2676,121
SC43,11/30/2023,2975,2975,2975,2975,122
SC44,8/1/2023,15734,,,,1
SC44,8/2/2023,15370,15370,15370,15370,2
SC44,8/3/2023,15204,15204,15204,15204,3
SC44,8/4/2023,15346,15346,15346,15346,4
SC44,8/5/2023,14669,14669,14669,14669,5
SC44,8/6/2023,13542,13542,13542,13542,6
SC44,8/7/2023,13606,13606,13606,13606,7
SC44,8/8/2023,13701,13701,13701,13701,8
SC44,8/9/2023,14828,14828,14828,14828,9
SC44,8/10/2023,14613,14613,14613,14613,10
SC44,8/11/2023,14227,14227,14227,14227,11
SC44,8/12/2023,13459,13459,13459,13459,12
SC44,8/13/2023,12568,12568,12568,12568,13
SC44,8/14/2023,14203,14203,14203,14203,14
SC44,8/15/2023,14406,14406,14406,14406,15
SC44,8/16/2023,15688,15688,15688,15688,16
SC44,8/17/2023,15465,15465,15465,15465,17
SC44,8/18/2023,15641,15641,15641,15641,18
SC44,8/19/2023,15522,15522,15522,15522,19
SC44,8/20/2023,15716,15716,15716,15716,20
SC44,8/21/2023,16726,16726,16726,16726,21
SC44,8/22/2023,16686,16686,16686,16686,22
SC44,8/23/2023,15389,15389,15389,15389,23
SC44,8/24/2023,15756,15756,15756,15756,24
SC44,8/25/2023,15213,15213,15213,15213,25
SC44,8/26/2023,15095,15095,15095,15095,26
SC44,8/27/2023,14407,14407,14407,14407,27
SC44,8/28/2023,15438,15438,15438,15438,28
SC44,8/29/2023,15755,15755,15755,15755,29
SC44,8/30/2023,15687,15687,15687,15687,30
SC44,8/31/2023,15778,15778,15778,15778,31
SC44,9/1/2023,16252,16252,16252,16252,32
SC44,9/2/2023,16170,16170,16170,16170,33
SC44,9/3/2023,15731,15731,15731,15731,34
SC44,9/4/2023,15861,15861,15861,15861,35
SC44,9/5/2023,15820,15820,15820,15820,36
SC44,9/6/2023,15933,15933,15933,15933,37
SC44,9/7/2023,16369,16369,16369,16369,38
SC44,9/8/2023,15223,15223,15223,15223,39
SC44,9/9/2023,16889,16889,16889,16889,40
SC44,9/10/2023,15361,15361,15361,15361,41
SC44,9/11/2023,15341,15341,15341,15341,42
SC44,9/12/2023,15697,15697,15697,15697,43
SC44,9/13/2023,15412,15412,15412,15412,44
SC44,9/14/2023,15707,15707,15707,15707,45
SC44,9/15/2023,16200,16200,16200,16200,46
SC44,9/16/2023,15683,15683,15683,15683,47
SC44,9/17/2023,14757,14757,14757,14757,48
SC44,9/18/2023,15465,15465,15465,15465,49
SC44,9/19/2023,17064,17064,17064,17064,50
SC44,9/20/2023,16788,16788,16788,16788,51
SC44,9/21/2023,17005,17005,17005,17005,52
SC44,9/22/2023,17139,17139,17139,17139,53
SC44,9/23/2023,16624,16624,16624,16624,54
SC44,9/24/2023,16381,16381,16381,16381,55
SC44,9/25/2023,17668,17668,17668,17668,56
SC44,9/26/2023,18654,18654,18654,18654,57
SC44,9/27/2023,17748,17748,17748,17748,58
SC44,9/28/2023,15473,15473,15473,15473,59
SC44,9/29/2023,14020,14020,14020,14020,60
SC44,9/30/2023,13855,13855,13855,13855,61
SC44,10/1/2023,13198,13198,13198,13198,62
SC44,10/2/2023,12280,12280,12280,12280,63
SC44,10/3/2023,12879,12879,12879,12879,64
SC44,10/4/2023,13495,13495,13495,13495,65
SC44,10/5/2023,14758,14758,14758,14758,66
SC44,10/6/2023,15077,15077,15077,15077,67
SC44,10/7/2023,16565,16565,16565,16565,68
SC44,10/8/2023,17528,17528,17528,17528,69
SC44,10/9/2023,16838,16838,16838,16838,70
SC44,10/10/2023,16920,16920,16920,16920,71
SC44,10/11/2023,17764,17764,17764,17764,72
SC44,10/12/2023,17069,17069,17069,17069,73
SC44,10/13/2023,17458,17458,17458,17458,74
SC44,10/14/2023,16335,16335,16335,16335,75
SC44,10/15/2023,16177,16177,16177,16177,76
SC44,10/16/2023,15827,15827,15827,15827,77
SC44,10/17/2023,17145,17145,17145,17145,78
SC44,10/18/2023,17314,17314,17314,17314,79
SC44,10/19/2023,15344,15344,15344,15344,80
SC44,10/20/2023,16912,16912,16912,16912,81
SC44,10/21/2023,15544,15544,15544,15544,82
SC44,10/22/2023,14705,14705,14705,14705,83
SC44,10/23/2023,15095,15095,15095,15095,84
SC44,10/24/2023,21697,21697,21697,21697,85
SC44,10/25/2023,24242,24242,24242,24242,86
SC44,10/26/2023,19216,19216,19216,19216,87
SC44,10/27/2023,19469,19469,19469,19469,88
SC44,10/28/2023,17238,17238,17238,17238,89
SC44,10/29/2023,16085,16085,16085,16085,90
SC44,10/30/2023,16465,16465,16465,16465,91
SC44,10/31/2023,16366,16366,16366,16366,92
SC44,11/1/2023,34140,34140,34140,34140,93
SC44,11/2/2023,26563,26563,26563,26563,94
SC44,11/3/2023,21500,21500,21500,21500,95
SC44,11/4/2023,20533,20533,20533,20533,96
SC44,11/5/2023,18608,18608,18608,18608,97
SC44,11/6/2023,21083,21083,21083,21083,98
SC44,11/7/2023,20494,20494,20494,20494,99
SC44,11/8/2023,20578,20578,20578,20578,100
SC44,11/9/2023,20501,20501,20501,20501,101
SC44,11/10/2023,18700,18700,18700,18700,102
SC44,11/11/2023,37653,37653,37653,37653,103
SC44,11/12/2023,32427,32427,32427,32427,104
SC44,11/13/2023,25381,25381,25381,25381,105
SC44,11/14/2023,20146,20146,20146,20146,106
SC44,11/15/2023,19642,19642,19642,19642,107
SC44,11/16/2023,18163,18163,18163,18163,108
SC44,11/17/2023,19114,19114,19114,19114,109
SC44,11/18/2023,18456,18456,18456,18456,110
SC44,11/19/2023,16745,16745,16745,16745,111
SC44,11/20/2023,17929,17929,17929,17929,112
SC44,11/21/2023,17253,17253,17253,17253,113
SC44,11/22/2023,17462,17462,17462,17462,114
SC44,11/23/2023,17143,17143,17143,17143,115
SC44,11/24/2023,16670,16670,16670,16670,116
SC44,11/25/2023,15932,15932,15932,15932,117
SC44,11/26/2023,14739,14739,14739,14739,118
SC44,11/27/2023,15878,15878,15878,15878,119
SC44,11/28/2023,16447,16447,16447,16447,120
SC44,11/29/2023,17027,17027,17027,17027,121
SC44,11/30/2023,16945,16945,16945,16945,122
SC46,8/1/2023,2163,,,,1
SC46,8/2/2023,1774,1774,1774,1774,2
SC46,8/3/2023,1668,1668,1668,1668,3
SC46,8/4/2023,1738,1738,1738,1738,4
SC46,8/5/2023,2120,2120,2120,2120,5
SC46,8/6/2023,1760,1760,1760,1760,6
SC46,8/7/2023,1778,1778,1778,1778,7
SC46,8/8/2023,2013,2013,2013,2013,8
SC46,8/9/2023,2127,2127,2127,2127,9
SC46,8/10/2023,1908,1908,1908,1908,10
SC46,8/11/2023,2068,2068,2068,2068,11
SC46,8/12/2023,1908,1908,1908,1908,12
SC46,8/13/2023,1984,1984,1984,1984,13
SC46,8/14/2023,1910,1910,1910,1910,14
SC46,8/15/2023,1798,1798,1798,1798,15
SC46,8/16/2023,1894,1894,1894,1894,16
SC46,8/17/2023,1803,1803,1803,1803,17
SC46,8/18/2023,2242,2242,2242,2242,18
SC46,8/19/2023,2396,2396,2396,2396,19
SC46,8/20/2023,1926,1926,1926,1926,20
SC46,8/21/2023,1875,1875,1875,1875,21
SC46,8/22/2023,2025,2025,2025,2025,22
SC46,8/23/2023,3163,3163,3163,3163,23
SC46,8/24/2023,2881,2881,2881,2881,24
SC46,8/25/2023,4662,4662,4662,4662,25
SC46,8/26/2023,7229,7229,7229,7229,26
SC46,8/27/2023,8824,8824,8824,8824,27
SC46,8/28/2023,10895,10895,10895,10895,28
SC46,8/29/2023,7377,7377,7377,7377,29
SC46,8/30/2023,5261,5261,5261,5261,30
SC46,8/31/2023,4196,4196,4196,4196,31
SC46,9/1/2023,3265,3265,3265,3265,32
SC46,9/2/2023,2574,2574,2574,2574,33
SC46,9/3/2023,2331,2331,2331,2331,34
SC46,9/4/2023,2620,2620,2620,2620,35
SC46,9/5/2023,2354,2354,2354,2354,36
SC46,9/6/2023,2347,2347,2347,2347,37
SC46,9/7/2023,2259,2259,2259,2259,38
SC46,9/8/2023,2016,2016,2016,2016,39
SC46,9/9/2023,1993,1993,1993,1993,40
SC46,9/10/2023,1713,1713,1713,1713,41
SC46,9/11/2023,1852,1852,1852,1852,42
SC46,9/12/2023,2045,2045,2045,2045,43
SC46,9/13/2023,2120,2120,2120,2120,44
SC46,9/14/2023,2214,2214,2214,2214,45
SC46,9/15/2023,2135,2135,2135,2135,46
SC46,9/16/2023,1900,1900,1900,1900,47
SC46,9/17/2023,1796,1796,1796,1796,48
SC46,9/18/2023,1912,1912,1912,1912,49
SC46,9/19/2023,2173,2173,2173,2173,50
SC46,9/20/2023,2122,2122,2122,2122,51
SC46,9/21/2023,2353,2353,2353,2353,52
SC46,9/22/2023,2559,2559,2559,2559,53
SC46,9/23/2023,2533,2533,2533,2533,54
SC46,9/24/2023,2467,2467,2467,2467,55
SC46,9/25/2023,2624,2624,2624,2624,56
SC46,9/26/2023,2942,2942,2942,2942,57
SC46,9/27/2023,2423,2423,2423,2423,58
SC46,9/28/2023,1300,1300,1300,1300,59
SC46,9/29/2023,289,289,289,289,60
SC46,9/30/2023,239,239,239,239,61
SC46,10/1/2023,275,275,275,275,62
SC46,10/2/2023,447,447,447,447,63
SC46,10/3/2023,470,470,470,470,64
SC46,10/4/2023,556,556,556,556,65
SC46,10/5/2023,679,679,679,679,66
SC46,10/6/2023,825,825,825,825,67
SC46,10/7/2023,1131,1131,1131,1131,68
SC46,10/8/2023,1378,1378,1378,1378,69
SC46,10/9/2023,1640,1640,1640,1640,70
SC46,10/10/2023,1754,1754,1754,1754,71
SC46,10/11/2023,1809,1809,1809,1809,72
SC46,10/12/2023,1674,1674,1674,1674,73
SC46,10/13/2023,1764,1764,1764,1764,74
SC46,10/14/2023,1639,1639,1639,1639,75
SC46,10/15/2023,1643,1643,1643,1643,76
SC46,10/16/2023,1553,1553,1553,1553,77
SC46,10/17/2023,1682,1682,1682,1682,78
SC46,10/18/2023,1672,1672,1672,1672,79
SC46,10/19/2023,1850,1850,1850,1850,80
SC46,10/20/2023,1911,1911,1911,1911,81
SC46,10/21/2023,1495,1495,1495,1495,82
SC46,10/22/2023,1191,1191,1191,1191,83
SC46,10/23/2023,1251,1251,1251,1251,84
SC46,10/24/2023,1715,1715,1715,1715,85
SC46,10/25/2023,1726,1726,1726,1726,86
SC46,10/26/2023,1649,1649,1649,1649,87
SC46,10/27/2023,1568,1568,1568,1568,88
SC46,10/28/2023,1421,1421,1421,1421,89
SC46,10/29/2023,1511,1511,1511,1511,90
SC46,10/30/2023,1520,1520,1520,1520,91
SC46,10/31/2023,2021,2021,2021,2021,92
SC46,11/1/2023,3237,3237,3237,3237,93
SC46,11/2/2023,2239,2239,2239,2239,94
SC46,11/3/2023,2213,2213,2213,2213,95
SC46,11/4/2023,2073,2073,2073,2073,96
SC46,11/5/2023,1971,1971,1971,1971,97
SC46,11/6/2023,1981,1981,1981,1981,98
SC46,11/7/2023,1895,1895,1895,1895,99
SC46,11/8/2023,2220,2220,2220,2220,100
SC46,11/9/2023,2559,2559,2559,2559,101
SC46,11/10/2023,2868,2868,2868,2868,102
SC46,11/11/2023,3039,3039,3039,3039,103
SC46,11/12/2023,3008,3008,3008,3008,104
SC46,11/13/2023,1975,1975,1975,1975,105
SC46,11/14/2023,2024,2024,2024,2024,106
SC46,11/15/2023,2555,2555,2555,2555,107
SC46,11/16/2023,2872,2872,2872,2872,108
SC46,11/17/2023,2696,2696,2696,2696,109
SC46,11/18/2023,2479,2479,2479,2479,110
SC46,11/19/2023,2372,2372,2372,2372,111
SC46,11/20/2023,1756,1756,1756,1756,112
SC46,11/21/2023,2223,2223,2223,2223,113
SC46,11/22/2023,2451,2451,2451,2451,114
SC46,11/23/2023,2844,2844,2844,2844,115
SC46,11/24/2023,2496,2496,2496,2496,116
SC46,11/25/2023,2751,2751,2751,2751,117
SC46,11/26/2023,1852,1852,1852,1852,118
SC46,11/27/2023,2580,2580,2580,2580,119
SC46,11/28/2023,2770,2770,2770,2770,120
SC46,11/29/2023,3653,3653,3653,3653,121
SC46,11/30/2023,3098,3098,3098,3098,122
SC47,8/1/2023,43261,,,,1
SC47,8/2/2023,42697,42697,42697,42697,2
SC47,8/3/2023,41947,41947,41947,41947,3
SC47,8/4/2023,40968,40968,40968,40968,4
SC47,8/5/2023,40548,40548,40548,40548,5
SC47,8/6/2023,38806,38806,38806,38806,6
SC47,8/7/2023,38749,38749,38749,38749,7
SC47,8/8/2023,39556,39556,39556,39556,8
SC47,8/9/2023,42408,42408,42408,42408,9
SC47,8/10/2023,40837,40837,40837,40837,10
SC47,8/11/2023,40776,40776,40776,40776,11
SC47,8/12/2023,41237,41237,41237,41237,12
SC47,8/13/2023,37994,37994,37994,37994,13
SC47,8/14/2023,38384,38384,38384,38384,14
SC47,8/15/2023,42327,42327,42327,42327,15
SC47,8/16/2023,43679,43679,43679,43679,16
SC47,8/17/2023,42133,42133,42133,42133,17
SC47,8/18/2023,42131,42131,42131,42131,18
SC47,8/19/2023,43450,43450,43450,43450,19
SC47,8/20/2023,40744,40744,40744,40744,20
SC47,8/21/2023,42029,42029,42029,42029,21
SC47,8/22/2023,44845,44845,44845,44845,22
SC47,8/23/2023,43998,43998,43998,43998,23
SC47,8/24/2023,43959,43959,43959,43959,24
SC47,8/25/2023,44683,44683,44683,44683,25
SC47,8/26/2023,44185,44185,44185,44185,26
SC47,8/27/2023,41647,41647,41647,41647,27
SC47,8/28/2023,40977,40977,40977,40977,28
SC47,8/29/2023,44473,44473,44473,44473,29
SC47,8/30/2023,45157,45157,45157,45157,30
SC47,8/31/2023,46859,46859,46859,46859,31
SC47,9/1/2023,48032,48032,48032,48032,32
SC47,9/2/2023,50911,50911,50911,50911,33
SC47,9/3/2023,46179,46179,46179,46179,34
SC47,9/4/2023,43383,43383,43383,43383,35
SC47,9/5/2023,47529,47529,47529,47529,36
SC47,9/6/2023,49331,49331,49331,49331,37
SC47,9/7/2023,52790,52790,52790,52790,38
SC47,9/8/2023,48569,48569,48569,48569,39
SC47,9/9/2023,48310,48310,48310,48310,40
SC47,9/10/2023,46026,46026,46026,46026,41
SC47,9/11/2023,42700,42700,42700,42700,42
SC47,9/12/2023,45268,45268,45268,45268,43
SC47,9/13/2023,46179,46179,46179,46179,44
SC47,9/14/2023,46619,46619,46619,46619,45
SC47,9/15/2023,46948,46948,46948,46948,46
SC47,9/16/2023,48699,48699,48699,48699,47
SC47,9/17/2023,45847,45847,45847,45847,48
SC47,9/18/2023,44547,44547,44547,44547,49
SC47,9/19/2023,48895,48895,48895,48895,50
SC47,9/20/2023,50640,50640,50640,50640,51
SC47,9/21/2023,49759,49759,49759,49759,52
SC47,9/22/2023,50723,50723,50723,50723,53
